location,cause,year,val
Andorra,Mesothelioma,2004,1.643161337
Andorra,Leukemia,2004,6.525197949
Albania,Mesothelioma,2004,3.804667728
Albania,Leukemia,2004,132.1424345
Albania,Cardiovascular diseases,2004,9335.065304
Norway,Chronic respiratory diseases,2004,2260.468002
Denmark,Leukemia,2003,488.4939245
Croatia,Respiratory infections and tuberculosis,2004,1327.449783
Montenegro,Chronic respiratory diseases,2005,75.52096372
Denmark,Respiratory infections and tuberculosis,2004,2155.179489
Finland,Mesothelioma,2006,89.89271462
Denmark,Respiratory infections and tuberculosis,2003,2114.898026
Estonia,Leukemia,2014,136.9489507
Finland,Leukemia,2006,354.0345203
Finland,Cardiovascular diseases,2006,21975.59594
Estonia,Cardiovascular diseases,2014,7672.554695
Spain,Respiratory infections and tuberculosis,2004,11806.56039
France,Respiratory infections and tuberculosis,2005,19074.31971
Republic of Moldova,Mesothelioma,2006,6.10957198
Republic of Moldova,Leukemia,2006,155.4273763
Belgium,Respiratory infections and tuberculosis,2004,5521.932739
Andorra,Cardiovascular diseases,2014,150.229937
Iceland,Chronic respiratory diseases,2005,86.671977
Poland,Chronic respiratory diseases,2005,10698.39944
Andorra,Chronic respiratory diseases,2014,35.1591493
Latvia,Respiratory infections and tuberculosis,2014,448.216703
Albania,Respiratory infections and tuberculosis,2004,589.9127947
Bulgaria,Leukemia,2014,591.5602706
Bulgaria,Cardiovascular diseases,2014,76808.20151
UK,Leukemia,2006,5136.9135
UK,Cardiovascular diseases,2006,197876.2862
Bulgaria,Chronic respiratory diseases,2014,2893.678509
UK,Chronic respiratory diseases,2006,42426.57616
France,Respiratory infections and tuberculosis,2003,20317.97664
Austria,Respiratory infections and tuberculosis,2014,1042.78746
Norway,Chronic respiratory diseases,2014,2680.568903
Hungary,Chronic respiratory diseases,2004,4505.411339
Republic of Moldova,Cardiovascular diseases,2014,23997.89069
Bulgaria,Mesothelioma,2004,11.40028833
Republic of Moldova,Chronic respiratory diseases,2014,1002.841659
Republic of Moldova,Respiratory infections and tuberculosis,2006,1673.662937
Portugal,Mesothelioma,2014,63.95027517
Croatia,Respiratory infections and tuberculosis,2014,525.5762012
Cyprus,Chronic respiratory diseases,2014,466.1751558
Portugal,Respiratory infections and tuberculosis,2014,7791.053412
Serbia,Mesothelioma,2002,30.33646091
Serbia,Leukemia,2002,648.7145699
Portugal,Mesothelioma,2004,30.39817338
Hungary,Chronic respiratory diseases,2003,4377.680872
Andorra,Respiratory infections and tuberculosis,2004,12.8922179
Serbia,Respiratory infections and tuberculosis,2002,1404.677027
Denmark,Mesothelioma,2014,123.3441283
Denmark,Leukemia,2014,562.039637
Sweden,Chronic respiratory diseases,2014,4186.269854
Denmark,Respiratory infections and tuberculosis,2014,2325.366724
Hungary,Chronic respiratory diseases,2014,5814.688338
San Marino,Respiratory infections and tuberculosis,2005,6.1602718
Switzerland,Mesothelioma,2014,198.9224086
Switzerland,Leukemia,2014,591.3939729
Switzerland,Cardiovascular diseases,2014,22369.72671
North Macedonia,Mesothelioma,2014,1.781577901
France,Chronic respiratory diseases,2014,19498.34155
Switzerland,Respiratory infections and tuberculosis,2014,1734.258994
North Macedonia,Respiratory infections and tuberculosis,2014,209.6839322
Bulgaria,Respiratory infections and tuberculosis,2004,2547.421761
Latvia,Mesothelioma,2004,8.527191906
Latvia,Leukemia,2004,189.6948074
Latvia,Cardiovascular diseases,2004,18162.75062
Germany,Mesothelioma,2014,1547.018441
Germany,Leukemia,2014,8842.612368
Germany,Cardiovascular diseases,2014,331809.4884
Germany,Respiratory infections and tuberculosis,2014,22776.72532
Ireland,Mesothelioma,2005,32.52519624
Ireland,Leukemia,2005,273.6294365
Ireland,Cardiovascular diseases,2005,9996.419576
Poland,Chronic respiratory diseases,2014,10423.14214
Iceland,Chronic respiratory diseases,2014,95.58217801
Romania,Mesothelioma,2014,65.38038889
Latvia,Respiratory infections and tuberculosis,2004,619.6785
Montenegro,Mesothelioma,2005,1.080138734
Montenegro,Leukemia,2005,38.38891232
Montenegro,Cardiovascular diseases,2005,3570.824628
Romania,Leukemia,2014,1345.0854
Romania,Cardiovascular diseases,2014,143573.2038
Bulgaria,Mesothelioma,2006,9.584396447
Ireland,Mesothelioma,2014,37.79784747
Romania,Respiratory infections and tuberculosis,2014,7175.417295
Ireland,Leukemia,2014,277.6989212
Ireland,Cardiovascular diseases,2014,9436.458251
Poland,Mesothelioma,2005,115.8959232
Poland,Leukemia,2005,3024.804896
Poland,Cardiovascular diseases,2005,163469.1103
Slovakia,Chronic respiratory diseases,2014,1119.14621
Iceland,Leukemia,2005,14.90139025
Iceland,Cardiovascular diseases,2005,684.0356079
Denmark,Cardiovascular diseases,2004,18707.9714
Luxembourg,Leukemia,2014,49.68507358
Denmark,Chronic respiratory diseases,2004,4017.704063
Slovenia,Mesothelioma,2014,28.78508919
Slovenia,Leukemia,2014,178.3993959
Lithuania,Chronic respiratory diseases,2004,1018.124315
Luxembourg,Cardiovascular diseases,2014,1236.352188
Luxembourg,Chronic respiratory diseases,2014,202.9063921
Slovenia,Cardiovascular diseases,2014,6689.753626
Montenegro,Mesothelioma,2003,1.04628279
Montenegro,Leukemia,2003,37.18302021
Montenegro,Cardiovascular diseases,2003,3356.766458
Malta,Respiratory infections and tuberculosis,2014,167.6111412
Sweden,Mesothelioma,2006,140.4016544
Sweden,Leukemia,2006,825.485187
Sweden,Cardiovascular diseases,2006,39391.87321
Belgium,Respiratory infections and tuberculosis,2006,5471.750083
Romania,Mesothelioma,2005,58.66122039
Romania,Leukemia,2005,1218.412318
Romania,Cardiovascular diseases,2005,151602.4511
Spain,Respiratory infections and tuberculosis,2006,11870.59973
Romania,Respiratory infections and tuberculosis,2005,7834.838908
Cyprus,Mesothelioma,2006,11.38264082
Cyprus,Leukemia,2006,68.1014742
Cyprus,Cardiovascular diseases,2006,2845.37486
Bulgaria,Respiratory infections and tuberculosis,2006,2511.690472
Greece,Cardiovascular diseases,2005,47037.82159
Croatia,Chronic respiratory diseases,2006,1560.572798
Greece,Chronic respiratory diseases,2005,3849.58212
Cyprus,Respiratory infections and tuberculosis,2006,165.6551292
Republic of Moldova,Mesothelioma,2004,6.236314178
Switzerland,Chronic respiratory diseases,2004,2533.00371
Norway,Mesothelioma,2004,79.16023404
Norway,Leukemia,2004,243.1052884
Norway,Cardiovascular diseases,2004,15890.87811
Republic of Moldova,Leukemia,2004,154.6780111
Sweden,Respiratory infections and tuberculosis,2006,2908.736731
San Marino,Chronic respiratory diseases,2014,9.742456912
North Macedonia,Mesothelioma,2003,2.032303146
Greece,Cardiovascular diseases,2003,48605.31156
Denmark,Cardiovascular diseases,2006,17380.4237
Finland,Respiratory infections and tuberculosis,2004,1695.035273
Greece,Chronic respiratory diseases,2003,3493.00108
Portugal,Respiratory infections and tuberculosis,2004,5438.996211
North Macedonia,Mesothelioma,2004,2.013175139
Belgium,Chronic respiratory diseases,2004,6968.488243
Austria,Mesothelioma,2007,91.34871735
Austria,Leukemia,2007,755.7881099
Austria,Cardiovascular diseases,2007,30851.55932
France,Chronic respiratory diseases,2003,18900.0086
Republic of Moldova,Cardiovascular diseases,2004,26074.36004
Finland,Chronic respiratory diseases,2006,1591.524217
Poland,Respiratory infections and tuberculosis,2003,8903.578154
France,Chronic respiratory diseases,2004,18058.03402
Latvia,Mesothelioma,2007,8.867492478
San Marino,Respiratory infections and tuberculosis,2006,6.293152447
France,Respiratory infections and tuberculosis,2006,18561.41123
Albania,Mesothelioma,2007,3.980037484
Albania,Leukemia,2007,122.4731204
Albania,Cardiovascular diseases,2007,9024.030662
Ukraine,Chronic respiratory diseases,2006,18071.37025
Republic of Moldova,Chronic respiratory diseases,2004,1770.052452
Albania,Respiratory infections and tuberculosis,2007,415.6584768
Republic of Moldova,Respiratory infections and tuberculosis,2004,1604.733722
UK,Mesothelioma,2004,2058.020478
Czechia,Mesothelioma,2006,40.90926013
Poland,Respiratory infections and tuberculosis,2005,9472.036299
Czechia,Leukemia,2006,874.4863357
Czechia,Cardiovascular diseases,2006,50369.66953
Latvia,Leukemia,2007,205.4725015
Latvia,Cardiovascular diseases,2007,18773.35403
Croatia,Mesothelioma,2006,61.5524446
Denmark,Chronic respiratory diseases,2006,3969.610172
Iceland,Mesothelioma,2005,2.75801012
Switzerland,Chronic respiratory diseases,2006,2545.723796
Czechia,Chronic respiratory diseases,2004,2477.512191
Iceland,Respiratory infections and tuberculosis,2005,86.64818706
Sweden,Chronic respiratory diseases,2004,3588.660057
France,Mesothelioma,2006,1090.77136
Germany,Mesothelioma,2003,1183.622158
Germany,Leukemia,2003,6613.186681
France,Leukemia,2006,5958.760351
France,Cardiovascular diseases,2006,148617.6992
Ukraine,Chronic respiratory diseases,2004,21396.8018
Croatia,Leukemia,2006,356.0076422
Croatia,Cardiovascular diseases,2006,24558.98304
North Macedonia,Respiratory infections and tuberculosis,2003,274.3767486
Croatia,Mesothelioma,2004,51.14113696
Portugal,Leukemia,2007,905.3213438
Portugal,Cardiovascular diseases,2007,35446.66853
Portugal,Chronic respiratory diseases,2007,5982.486818
Serbia,Cardiovascular diseases,2005,68260.14285
Norway,Respiratory infections and tuberculosis,2004,2106.061298
UK,Respiratory infections and tuberculosis,2004,38698.17958
Germany,Cardiovascular diseases,2003,342145.3022
Croatia,Leukemia,2004,350.0141563
Croatia,Cardiovascular diseases,2004,24644.80125
Czechia,Respiratory infections and tuberculosis,2006,2882.40845
Slovenia,Respiratory infections and tuberculosis,2015,614.3017738
Cyprus,Mesothelioma,2004,10.35875862
Cyprus,Leukemia,2004,60.338261
Cyprus,Cardiovascular diseases,2004,2710.312325
Belarus,Cardiovascular diseases,2015,75549.05752
Hungary,Mesothelioma,2004,34.3227917
Hungary,Leukemia,2004,1090.255225
Hungary,Cardiovascular diseases,2004,62352.30047
Bos&Herz,Chronic respiratory diseases,2015,1239.462742
Belarus,Chronic respiratory diseases,2015,2195.705087
Albania,Chronic respiratory diseases,2007,586.0431643
Bulgaria,Mesothelioma,2015,12.78272878
Bulgaria,Respiratory infections and tuberculosis,2015,2050.127731
Slovakia,Chronic respiratory diseases,2005,1082.950147
Estonia,Mesothelioma,2015,4.959210659
Luxembourg,Leukemia,2005,45.82191189
Luxembourg,Cardiovascular diseases,2005,1344.200411
Andorra,Mesothelioma,2015,1.921411581
Estonia,Respiratory infections and tuberculosis,2015,247.626195
Luxembourg,Respiratory infections and tuberculosis,2015,124.7914279
Croatia,Mesothelioma,2007,64.61206908
Croatia,Leukemia,2007,367.8972338
Croatia,Cardiovascular diseases,2007,25066.67092
Andorra,Leukemia,2015,7.633375466
Czechia,Chronic respiratory diseases,2015,4012.889886
Serbia,Chronic respiratory diseases,2005,4123.132023
Andorra,Respiratory infections and tuberculosis,2015,19.12096938
Finland,Respiratory infections and tuberculosis,2006,1099.574381
Belgium,Respiratory infections and tuberculosis,2007,5475.268444
Cyprus,Respiratory infections and tuberculosis,2004,159.5479465
Hungary,Mesothelioma,2015,41.07537991
Hungary,Leukemia,2015,953.3797731
Hungary,Cardiovascular diseases,2015,61730.08286
Lithuania,Chronic respiratory diseases,2015,817.7463227
Germany,Respiratory infections and tuberculosis,2003,19810.59351
Netherlands,Chronic respiratory diseases,2015,9805.420923
Hungary,Respiratory infections and tuberculosis,2015,1234.384951
Belgium,Chronic respiratory diseases,2015,6933.100956
Republic of Moldova,Mesothelioma,2015,6.17704058
Republic of Moldova,Leukemia,2015,155.8534556
Norway,Mesothelioma,2015,88.17377723
Norway,Leukemia,2015,270.6273091
Norway,Cardiovascular diseases,2015,12515.89675
San Marino,Mesothelioma,2006,0.447189667
Montenegro,Chronic respiratory diseases,2015,87.37432764
Luxembourg,Chronic respiratory diseases,2005,181.5651865
Cyprus,Mesothelioma,2015,11.53285782
Cyprus,Leukemia,2015,94.91339825
Bos&Herz,Mesothelioma,2007,11.29424101
Bos&Herz,Leukemia,2007,220.2551185
Bos&Herz,Cardiovascular diseases,2007,17575.2048
Cyprus,Cardiovascular diseases,2015,2798.627675
Republic of Moldova,Respiratory infections and tuberculosis,2015,1312.025244
Norway,Respiratory infections and tuberculosis,2015,1986.279095
Czechia,Chronic respiratory diseases,2006,2581.656448
Cyprus,Respiratory infections and tuberculosis,2015,155.9649716
UK,Mesothelioma,2006,2151.735498
Poland,Mesothelioma,2015,288.6020991
Poland,Leukemia,2015,3296.707605
Poland,Cardiovascular diseases,2015,165388.8709
Poland,Chronic respiratory diseases,2003,10671.65083
UK,Respiratory infections and tuberculosis,2006,36437.24895
Austria,Chronic respiratory diseases,2007,2944.139466
Ukraine,Chronic respiratory diseases,2015,11454.36078
Finland,Chronic respiratory diseases,2015,1895.512567
Spain,Chronic respiratory diseases,2015,34511.25931
Ireland,Respiratory infections and tuberculosis,2005,1818.159981
France,Mesothelioma,2015,1678.874963
France,Leukemia,2015,7264.125751
France,Cardiovascular diseases,2015,151427.253
Sweden,Mesothelioma,2015,161.2106257
Sweden,Leukemia,2015,898.6880097
Sweden,Cardiovascular diseases,2015,35143.57094
San Marino,Leukemia,2006,4.190982634
San Marino,Cardiovascular diseases,2006,81.47393978
Ukraine,Respiratory infections and tuberculosis,2006,14837.50451
Slovakia,Mesothelioma,2005,12.31500821
Slovakia,Leukemia,2005,337.1255128
Slovakia,Cardiovascular diseases,2005,28753.36389
Iceland,Mesothelioma,2003,2.508211743
Slovakia,Mesothelioma,2015,14.6930575
Slovakia,Leukemia,2015,376.0999035
Slovakia,Cardiovascular diseases,2015,25932.9899
Sweden,Respiratory infections and tuberculosis,2015,2812.53565
Greece,Cardiovascular diseases,2006,46732.74594
Slovenia,Mesothelioma,2005,21.56541886
Slovenia,Leukemia,2005,151.9511654
Slovenia,Cardiovascular diseases,2005,6840.067145
Hungary,Respiratory infections and tuberculosis,2004,1173.376039
Switzerland,Mesothelioma,2004,150.3642536
Switzerland,Leukemia,2004,480.8160254
Iceland,Leukemia,2015,18.41280225
Iceland,Cardiovascular diseases,2015,670.5177219
Switzerland,Cardiovascular diseases,2004,23654.13077
Switzerland,Respiratory infections and tuberculosis,2004,1900.692609
Belgium,Mesothelioma,2007,251.5740586
Belgium,Leukemia,2007,917.2534069
Belgium,Cardiovascular diseases,2007,32660.89682
Ireland,Respiratory infections and tuberculosis,2015,1502.601352
Italy,Cardiovascular diseases,2015,221430.2393
Italy,Chronic respiratory diseases,2015,29395.14921
Spain,Chronic respiratory diseases,2004,30444.06127
Hungary,Mesothelioma,2006,31.81531303
Luxembourg,Mesothelioma,2015,7.698851617
Hungary,Leukemia,2006,1077.253545
Hungary,Cardiovascular diseases,2006,61739.53297
Hungary,Respiratory infections and tuberculosis,2006,1125.956062
Iceland,Chronic respiratory diseases,2003,84.06160834
Denmark,Cardiovascular diseases,2007,16909.15027
Spain,Respiratory infections and tuberculosis,2007,12033.00848
Iceland,Leukemia,2006,15.39860019
Latvia,Chronic respiratory diseases,2007,489.4287212
Spain,Mesothelioma,2007,415.8692803
Spain,Leukemia,2007,3318.709652
Monaco,Chronic respiratory diseases,2015,20.16400093
Greece,Chronic respiratory diseases,2006,4252.157744
Spain,Cardiovascular diseases,2007,123230.0063
Bos&Herz,Respiratory infections and tuberculosis,2007,562.8221102
Italy,Cardiovascular diseases,2005,210368.2471
Slovakia,Respiratory infections and tuberculosis,2005,1921.791403
Montenegro,Mesothelioma,2006,1.108508322
Montenegro,Leukemia,2006,39.08848902
Iceland,Cardiovascular diseases,2006,690.1340557
Malta,Respiratory infections and tuberculosis,2005,149.0179212
Lithuania,Mesothelioma,2007,15.1674562
Italy,Chronic respiratory diseases,2005,26195.41207
Lithuania,Leukemia,2007,306.9161529
Lithuania,Cardiovascular diseases,2007,23756.66672
Montenegro,Cardiovascular diseases,2006,3647.090731
Italy,Mesothelioma,2005,1346.589535
Italy,Leukemia,2005,6207.894293
San Marino,Mesothelioma,2015,0.54989076
San Marino,Leukemia,2015,5.091256048
Finland,Chronic respiratory diseases,2004,1519.783441
San Marino,Cardiovascular diseases,2015,92.47131546
Germany,Chronic respiratory diseases,2006,32178.69594
Iceland,Mesothelioma,2006,2.902007902
Norway,Chronic respiratory diseases,2005,2302.410082
Andorra,Chronic respiratory diseases,2007,30.37525276
Lithuania,Respiratory infections and tuberculosis,2007,1121.855691
Denmark,Chronic respiratory diseases,2007,4029.322973
Sweden,Mesothelioma,2004,140.0606396
Sweden,Leukemia,2004,807.6109504
Sweden,Cardiovascular diseases,2004,40318.11163
France,Mesothelioma,2004,1030.451044
France,Leukemia,2004,5856.823411
France,Cardiovascular diseases,2004,151611.0542
Montenegro,Chronic respiratory diseases,2006,76.92863037
Sweden,Respiratory infections and tuberculosis,2004,3061.085324
San Marino,Chronic respiratory diseases,2004,7.380790138
North Macedonia,Leukemia,2006,121.3872191
North Macedonia,Cardiovascular diseases,2006,12631.53245
Croatia,Chronic respiratory diseases,2007,1642.386117
Slovenia,Respiratory infections and tuberculosis,2005,647.7260985
North Macedonia,Leukemia,2007,124.2366456
North Macedonia,Cardiovascular diseases,2007,12939.27462
Poland,Mesothelioma,2006,129.9716419
Poland,Leukemia,2006,3091.876814
North Macedonia,Chronic respiratory diseases,2007,630.875166
Bos&Herz,Chronic respiratory diseases,2005,1298.614591
Ireland,Respiratory infections and tuberculosis,2006,1747.417002
Ukraine,Respiratory infections and tuberculosis,2004,15602.19581
San Marino,Mesothelioma,2004,0.421587836
San Marino,Leukemia,2004,3.923620195
San Marino,Cardiovascular diseases,2004,78.12885057
North Macedonia,Chronic respiratory diseases,2006,630.5411852
Belarus,Mesothelioma,2005,55.63394493
Belarus,Leukemia,2005,786.9863145
Luxembourg,Mesothelioma,2005,5.922583654
Belarus,Respiratory infections and tuberculosis,2005,2347.350626
Poland,Cardiovascular diseases,2006,163699.9806
Austria,Respiratory infections and tuberculosis,2007,1159.807734
Greece,Mesothelioma,2006,65.8334135
North Macedonia,Leukemia,2004,116.5433431
North Macedonia,Cardiovascular diseases,2004,12133.0716
Greece,Leukemia,2006,1531.786041
Portugal,Mesothelioma,2005,24.73287565
Italy,Respiratory infections and tuberculosis,2005,9337.441581
Portugal,Respiratory infections and tuberculosis,2005,5732.192736
Luxembourg,Respiratory infections and tuberculosis,2005,121.5245772
Malta,Mesothelioma,2008,6.427338398
Malta,Leukemia,2008,28.01906511
Malta,Cardiovascular diseases,2008,1283.573467
Bulgaria,Mesothelioma,2005,12.07466311
Andorra,Cardiovascular diseases,2008,130.2704154
Andorra,Chronic respiratory diseases,2008,31.40842729
Montenegro,Respiratory infections and tuberculosis,2006,74.23383167
Estonia,Chronic respiratory diseases,2008,294.1777573
Bulgaria,Respiratory infections and tuberculosis,2005,2548.093956
Iceland,Respiratory infections and tuberculosis,2006,85.35514564
Belarus,Cardiovascular diseases,2005,85237.94762
Latvia,Respiratory infections and tuberculosis,2007,616.0867237
Switzerland,Chronic respiratory diseases,2007,2569.321599
Montenegro,Respiratory infections and tuberculosis,2007,73.86389596
Poland,Respiratory infections and tuberculosis,2006,9726.78823
North Macedonia,Chronic respiratory diseases,2004,631.1084805
Ukraine,Mesothelioma,2007,329.8450584
Ukraine,Leukemia,2007,3063.004888
Greece,Respiratory infections and tuberculosis,2006,3265.468474
Czechia,Mesothelioma,2007,42.57565925
Czechia,Leukemia,2007,876.7970955
Czechia,Cardiovascular diseases,2007,49404.00955
Andorra,Cardiovascular diseases,2005,118.2726836
Ukraine,Respiratory infections and tuberculosis,2007,15365.83848
Andorra,Chronic respiratory diseases,2005,28.50045079
Finland,Mesothelioma,2007,93.49433107
Finland,Leukemia,2007,359.1094016
Finland,Cardiovascular diseases,2007,22186.0872
Sweden,Chronic respiratory diseases,2005,3631.083266
Finland,Respiratory infections and tuberculosis,2007,954.4310318
Cyprus,Chronic respiratory diseases,2007,392.3434219
Ukraine,Cardiovascular diseases,2007,471828.5819
Norway,Chronic respiratory diseases,2007,2452.527874
Latvia,Mesothelioma,2008,7.982520822
Latvia,Leukemia,2008,194.7465479
Latvia,Cardiovascular diseases,2008,17554.52319
Netherlands,Chronic respiratory diseases,2005,8778.410654
Belarus,Chronic respiratory diseases,2005,4267.75678
Malta,Respiratory infections and tuberculosis,2008,150.5786901
Czechia,Respiratory infections and tuberculosis,2007,2885.828091
Bulgaria,Leukemia,2007,536.2598369
Bulgaria,Cardiovascular diseases,2007,81457.96544
Austria,Respiratory infections and tuberculosis,2008,1111.458704
Albania,Mesothelioma,2008,4.137233087
Albania,Leukemia,2008,125.4124073
Latvia,Chronic respiratory diseases,2005,473.6406716
Switzerland,Mesothelioma,2005,160.5980738
Switzerland,Leukemia,2005,485.7177339
Switzerland,Cardiovascular diseases,2005,23429.26901
Switzerland,Respiratory infections and tuberculosis,2005,1868.499611
UK,Mesothelioma,2007,2208.88
Denmark,Mesothelioma,2007,101.8346113
Denmark,Leukemia,2007,492.7269997
Serbia,Cardiovascular diseases,2006,67788.24447
Serbia,Chronic respiratory diseases,2006,4097.373077
Albania,Chronic respiratory diseases,2005,675.5503079
Austria,Mesothelioma,2008,94.14202267
Austria,Leukemia,2008,763.2874203
Austria,Cardiovascular diseases,2008,30516.55749
Malta,Chronic respiratory diseases,2005,130.6765804
Italy,Cardiovascular diseases,2006,210082.2351
Albania,Cardiovascular diseases,2008,9393.481976
Monaco,Mesothelioma,2005,0.848680335
Monaco,Leukemia,2005,8.413932058
Monaco,Cardiovascular diseases,2005,168.0039776
UK,Leukemia,2007,5182.585578
Andorra,Mesothelioma,2005,1.679600467
Bulgaria,Chronic respiratory diseases,2007,3163.480638
Estonia,Leukemia,2005,130.3709496
Estonia,Cardiovascular diseases,2005,9132.578497
Andorra,Leukemia,2005,6.674087869
Albania,Chronic respiratory diseases,2016,758.8573791
Andorra,Respiratory infections and tuberculosis,2005,13.41800173
Slovakia,Respiratory infections and tuberculosis,2016,1832.611231
Bos&Herz,Mesothelioma,2016,8.195460361
Bos&Herz,Leukemia,2016,223.2435293
Bos&Herz,Cardiovascular diseases,2016,18354.37383
Bos&Herz,Respiratory infections and tuberculosis,2016,533.508049
Albania,Respiratory infections and tuberculosis,2008,396.3838921
Belarus,Cardiovascular diseases,2008,80064.16134
Monaco,Respiratory infections and tuberculosis,2005,24.84572621
Belarus,Chronic respiratory diseases,2008,3172.608099
UK,Cardiovascular diseases,2007,192432.2782
UK,Chronic respiratory diseases,2007,42953.70778
Portugal,Mesothelioma,2007,35.7555375
Italy,Mesothelioma,2016,1684.957651
Italy,Leukemia,2016,6958.892965
Lithuania,Mesothelioma,2005,13.94255685
Lithuania,Leukemia,2005,292.2248987
Lithuania,Cardiovascular diseases,2005,22656.74309
Croatia,Chronic respiratory diseases,2016,1831.069704
Republic of Moldova,Cardiovascular diseases,2007,26116.23442
Italy,Respiratory infections and tuberculosis,2016,12126.9631
Lithuania,Respiratory infections and tuberculosis,2005,1036.400505
Denmark,Respiratory infections and tuberculosis,2007,2339.177457
Czechia,Mesothelioma,2016,51.08107016
Portugal,Leukemia,2008,928.4689639
Portugal,Cardiovascular diseases,2008,34883.15909
Belarus,Mesothelioma,2016,48.53539994
Belarus,Leukemia,2016,627.4971712
Czechia,Chronic respiratory diseases,2005,2587.878162
Czechia,Leukemia,2016,1004.449431
Czechia,Cardiovascular diseases,2016,48976.26726
Austria,Chronic respiratory diseases,2016,3328.935077
Czechia,Respiratory infections and tuberculosis,2016,3291.806416
Portugal,Chronic respiratory diseases,2008,6020.996637
Belarus,Respiratory infections and tuberculosis,2016,1466.4597
Netherlands,Mesothelioma,2005,512.2379411
Netherlands,Leukemia,2005,1274.176632
Netherlands,Cardiovascular diseases,2005,43014.94771
Ireland,Chronic respiratory diseases,2006,1968.113636
Belgium,Mesothelioma,2016,282.097117
Belgium,Leukemia,2016,1237.542337
Belgium,Cardiovascular diseases,2016,31413.16438
Malta,Chronic respiratory diseases,2016,144.8489339
Latvia,Chronic respiratory diseases,2016,428.9538935
Belgium,Chronic respiratory diseases,2005,6962.705763
UK,Respiratory infections and tuberculosis,2007,35933.36413
Portugal,Respiratory infections and tuberculosis,2007,6253.506548
Norway,Mesothelioma,2005,84.81967327
Norway,Leukemia,2005,242.6412636
Norway,Cardiovascular diseases,2005,15300.71523
Estonia,Mesothelioma,2008,4.428262411
Montenegro,Mesothelioma,2016,1.15822827
Montenegro,Leukemia,2016,41.03678644
Republic of Moldova,Chronic respiratory diseases,2007,1596.058126
Netherlands,Mesothelioma,2016,623.6919212
Netherlands,Leukemia,2016,1752.113913
Montenegro,Cardiovascular diseases,2016,4047.048189
Estonia,Leukemia,2008,138.60117
Estonia,Cardiovascular diseases,2008,8464.350086
Bos&Herz,Mesothelioma,2005,11.23487989
Romania,Chronic respiratory diseases,2006,8647.724067
Lithuania,Mesothelioma,2016,9.879924834
Lithuania,Leukemia,2016,288.6085526
Lithuania,Cardiovascular diseases,2016,22067.57205
Netherlands,Cardiovascular diseases,2016,39558.56999
Estonia,Mesothelioma,2005,3.369932042
Netherlands,Respiratory infections and tuberculosis,2016,5720.411756
Finland,Mesothelioma,2016,105.6583802
Lithuania,Respiratory infections and tuberculosis,2016,778.3623642
Cyprus,Chronic respiratory diseases,2008,395.3444612
France,Respiratory infections and tuberculosis,2007,18577.75856
Finland,Leukemia,2016,411.0394974
Finland,Cardiovascular diseases,2016,23814.83107
Romania,Chronic respiratory diseases,2007,8289.879289
Poland,Respiratory infections and tuberculosis,2016,12571.85656
Austria,Respiratory infections and tuberculosis,2005,1244.36466
Italy,Chronic respiratory diseases,2006,26286.08387
Germany,Chronic respiratory diseases,2007,32939.63964
France,Respiratory infections and tuberculosis,2016,21656.44889
Serbia,Cardiovascular diseases,2016,60859.52626
Serbia,Chronic respiratory diseases,2016,3829.936878
Ukraine,Mesothelioma,2016,249.8300732
Ukraine,Leukemia,2016,2956.800529
Ukraine,Cardiovascular diseases,2016,442557.6744
Norway,Respiratory infections and tuberculosis,2005,2109.180672
Greece,Cardiovascular diseases,2016,48831.50681
Spain,Mesothelioma,2016,487.5988922
Spain,Leukemia,2016,4059.436532
Spain,Cardiovascular diseases,2016,123015.5799
Greece,Chronic respiratory diseases,2016,5766.4486
Bos&Herz,Leukemia,2005,207.7640527
Bos&Herz,Cardiovascular diseases,2005,17249.74756
Bos&Herz,Respiratory infections and tuberculosis,2005,576.8095161
Iceland,Mesothelioma,2016,4.052842059
Iceland,Respiratory infections and tuberculosis,2016,93.38841268
Belgium,Respiratory infections and tuberculosis,2008,5560.81778
Netherlands,Respiratory infections and tuberculosis,2005,7506.327357
France,Chronic respiratory diseases,2007,17916.45208
Latvia,Respiratory infections and tuberculosis,2005,648.8486311
UK,Leukemia,2016,5568.228431
UK,Cardiovascular diseases,2016,176097.8978
UK,Chronic respiratory diseases,2016,49352.75627
Austria,Chronic respiratory diseases,2005,2964.600109
Italy,Mesothelioma,2006,1387.633704
Italy,Leukemia,2006,6291.365459
Sweden,Chronic respiratory diseases,2007,3730.905031
Serbia,Mesothelioma,2006,33.44521651
San Marino,Respiratory infections and tuberculosis,2007,6.405213613
Serbia,Leukemia,2006,723.2030433
Slovakia,Mesothelioma,2006,12.31949559
Slovakia,Leukemia,2006,337.4108861
Luxembourg,Mesothelioma,2006,6.096371946
Netherlands,Chronic respiratory diseases,2008,8667.899156
Andorra,Mesothelioma,2008,1.83479225
Andorra,Leukemia,2008,7.267726584
Luxembourg,Respiratory infections and tuberculosis,2006,120.2895232
Estonia,Respiratory infections and tuberculosis,2008,261.7944625
Andorra,Respiratory infections and tuberculosis,2008,15.16110477
Serbia,Respiratory infections and tuberculosis,2006,1386.333873
Slovakia,Cardiovascular diseases,2006,28621.21062
Slovakia,Respiratory infections and tuberculosis,2006,1928.275931
Denmark,Cardiovascular diseases,2008,16249.83787
Monaco,Mesothelioma,2016,0.899676642
Monaco,Leukemia,2016,8.81324699
