location,cause,year,val
Monaco,Cardiovascular diseases,2016,164.1002819
Monaco,Chronic respiratory diseases,2005,19.87031481
Estonia,Respiratory infections and tuberculosis,2005,311.4601273
Greece,Mesothelioma,2007,67.14201302
Greece,Leukemia,2007,1557.455431
Monaco,Respiratory infections and tuberculosis,2016,25.95205204
Croatia,Respiratory infections and tuberculosis,2007,1027.336105
Slovakia,Mesothelioma,2009,12.77084846
Italy,Cardiovascular diseases,2009,212468.0882
Serbia,Mesothelioma,2007,33.13899266
Serbia,Leukemia,2007,731.8811069
Bulgaria,Leukemia,2008,554.9647869
Bulgaria,Cardiovascular diseases,2008,79472.93338
Republic of Moldova,Cardiovascular diseases,2005,26654.54992
Republic of Moldova,Chronic respiratory diseases,2005,1775.531998
Norway,Chronic respiratory diseases,2008,2509.485277
Denmark,Chronic respiratory diseases,2008,4054.865376
Slovenia,Chronic respiratory diseases,2006,576.7200274
Denmark,Mesothelioma,2008,103.7035961
Denmark,Leukemia,2008,495.7931328
Lithuania,Chronic respiratory diseases,2008,974.7493155
Germany,Mesothelioma,2007,1298.317266
Germany,Leukemia,2007,6786.719307
Germany,Cardiovascular diseases,2007,318687.2879
Norway,Mesothelioma,2008,89.99012943
Norway,Leukemia,2008,254.2021836
Spain,Respiratory infections and tuberculosis,2008,12112.51794
San Marino,Respiratory infections and tuberculosis,2016,7.757802219
Slovakia,Chronic respiratory diseases,2009,1093.133682
Norway,Cardiovascular diseases,2008,14510.89088
Croatia,Chronic respiratory diseases,2005,1563.994212
Montenegro,Mesothelioma,2007,1.124563606
Montenegro,Leukemia,2007,39.45550196
Montenegro,Cardiovascular diseases,2007,3723.909824
Greece,Cardiovascular diseases,2007,48049.66139
Norway,Respiratory infections and tuberculosis,2008,2048.123477
Greece,Chronic respiratory diseases,2007,4844.801095
Cyprus,Mesothelioma,2005,10.9215446
Cyprus,Leukemia,2005,64.88069769
Belgium,Chronic respiratory diseases,2008,7010.609645
Bulgaria,Leukemia,2005,490.0881403
Bulgaria,Cardiovascular diseases,2005,83135.48252
Switzerland,Mesothelioma,2007,170.3877715
Bulgaria,Chronic respiratory diseases,2005,3265.052307
Greece,Respiratory infections and tuberculosis,2007,3101.308644
Monaco,Chronic respiratory diseases,2008,20.07668915
Latvia,Respiratory infections and tuberculosis,2008,541.5388432
Switzerland,Leukemia,2007,494.5633755
Switzerland,Cardiovascular diseases,2007,22944.4978
Serbia,Respiratory infections and tuberculosis,2007,1372.964825
Switzerland,Respiratory infections and tuberculosis,2007,1733.654031
Slovakia,Leukemia,2009,351.8939767
Slovakia,Cardiovascular diseases,2009,27558.02336
Republic of Moldova,Mesothelioma,2008,5.191231999
Republic of Moldova,Leukemia,2008,148.4407628
Bulgaria,Chronic respiratory diseases,2008,3051.097216
Spain,Chronic respiratory diseases,2005,30878.76861
Romania,Chronic respiratory diseases,2017,7858.4321
Finland,Respiratory infections and tuberculosis,2008,834.4312803
Bos&Herz,Chronic respiratory diseases,2008,1228.580395
Germany,Respiratory infections and tuberculosis,2007,21067.25729
Monaco,Mesothelioma,2006,0.857197735
Monaco,Leukemia,2006,8.504389563
Monaco,Cardiovascular diseases,2006,168.2043213
Belgium,Mesothelioma,2005,231.2873696
Belgium,Leukemia,2005,894.7309074
Serbia,Mesothelioma,2017,31.66018584
Serbia,Leukemia,2017,723.8913371
Belgium,Cardiovascular diseases,2005,33547.32103
Monaco,Respiratory infections and tuberculosis,2006,24.99447197
Serbia,Respiratory infections and tuberculosis,2017,1692.838921
Netherlands,Chronic respiratory diseases,2006,8696.706268
Greece,Respiratory infections and tuberculosis,2017,5782.788169
Albania,Chronic respiratory diseases,2006,622.3685045
Italy,Chronic respiratory diseases,2009,27417.25235
Albania,Mesothelioma,2017,5.336657686
Albania,Leukemia,2017,143.670379
Albania,Cardiovascular diseases,2017,12345.03952
Denmark,Respiratory infections and tuberculosis,2008,2385.948437
Hungary,Chronic respiratory diseases,2007,5244.349685
Cyprus,Cardiovascular diseases,2005,2771.967084
Cyprus,Mesothelioma,2008,11.62883537
Albania,Respiratory infections and tuberculosis,2017,461.573618
Cyprus,Respiratory infections and tuberculosis,2005,162.6619936
Iceland,Mesothelioma,2007,3.034788166
Ireland,Chronic respiratory diseases,2017,2423.256853
Slovenia,Chronic respiratory diseases,2017,602.6325614
Cyprus,Chronic respiratory diseases,2005,366.2526711
Croatia,Mesothelioma,2017,68.59058932
Croatia,Leukemia,2017,408.238282
Croatia,Cardiovascular diseases,2017,23939.30702
Spain,Mesothelioma,2005,388.8758165
Spain,Leukemia,2005,3166.5244
Spain,Cardiovascular diseases,2005,126779.1329
Republic of Moldova,Respiratory infections and tuberculosis,2008,1602.741551
Estonia,Chronic respiratory diseases,2017,303.7713575
Spain,Chronic respiratory diseases,2008,30863.40438
Austria,Mesothelioma,2017,103.2506468
Austria,Leukemia,2017,809.8962445
Austria,Cardiovascular diseases,2017,31874.70653
Malta,Mesothelioma,2017,8.300223797
Switzerland,Chronic respiratory diseases,2008,2603.424312
Latvia,Mesothelioma,2017,7.634642537
Malta,Leukemia,2017,31.18883947
Malta,Cardiovascular diseases,2017,1418.80346
Iceland,Respiratory infections and tuberculosis,2007,85.60733769
Latvia,Leukemia,2017,179.5933702
Latvia,Cardiovascular diseases,2017,15547.82732
Italy,Respiratory infections and tuberculosis,2006,9335.105094
North Macedonia,Leukemia,2017,130.7529801
North Macedonia,Cardiovascular diseases,2017,13769.30893
Portugal,Mesothelioma,2008,40.16948427
North Macedonia,Chronic respiratory diseases,2017,648.9435097
Slovenia,Mesothelioma,2009,27.70983087
Slovenia,Leukemia,2009,168.7245104
Slovenia,Cardiovascular diseases,2009,6747.53591
Belgium,Respiratory infections and tuberculosis,2017,6112.807454
Denmark,Cardiovascular diseases,2017,14667.91677
Cyprus,Leukemia,2008,75.88789444
Cyprus,Cardiovascular diseases,2008,2786.98591
Luxembourg,Mesothelioma,2009,6.695742356
Montenegro,Respiratory infections and tuberculosis,2017,76.44472194
Denmark,Chronic respiratory diseases,2017,4421.075364
Portugal,Leukemia,2017,1047.34913
Portugal,Cardiovascular diseases,2017,35458.36548
Portugal,Chronic respiratory diseases,2017,6744.290013
Czechia,Mesothelioma,2005,42.05939946
Czechia,Leukemia,2005,885.6285928
San Marino,Chronic respiratory diseases,2007,8.13194209
Slovenia,Respiratory infections and tuberculosis,2006,622.8459788
Finland,Respiratory infections and tuberculosis,2017,741.0038662
Spain,Respiratory infections and tuberculosis,2017,13857.04328
Germany,Chronic respiratory diseases,2008,34053.64031
Ukraine,Respiratory infections and tuberculosis,2017,13140.25456
Germany,Chronic respiratory diseases,2017,44216.39442
Switzerland,Chronic respiratory diseases,2017,2966.744458
Norway,Mesothelioma,2006,85.65754842
Norway,Leukemia,2006,247.665925
Cyprus,Respiratory infections and tuberculosis,2008,161.3593376
Greece,Mesothelioma,2017,66.07414835
Greece,Leukemia,2017,1550.337123
Denmark,Mesothelioma,2005,91.35192458
Denmark,Leukemia,2005,479.256514
UK,Mesothelioma,2017,2749.312671
Poland,Respiratory infections and tuberculosis,2007,10005.75264
UK,Respiratory infections and tuberculosis,2017,40491.55352
Croatia,Mesothelioma,2008,66.56625558
Croatia,Leukemia,2008,378.8258076
Croatia,Cardiovascular diseases,2008,25048.72028
Bulgaria,Mesothelioma,2008,10.415343
Iceland,Chronic respiratory diseases,2007,90.51627001
Albania,Mesothelioma,2006,3.934710571
Albania,Leukemia,2006,125.7996605
Albania,Cardiovascular diseases,2006,9171.9574
Portugal,Respiratory infections and tuberculosis,2008,6534.887303
Bulgaria,Respiratory infections and tuberculosis,2008,2387.544304
Bos&Herz,Mesothelioma,2006,10.85580811
Bos&Herz,Leukemia,2006,210.160124
Bos&Herz,Cardiovascular diseases,2006,16949.30673
Lithuania,Chronic respiratory diseases,2005,1040.654982
Norway,Cardiovascular diseases,2006,15056.9712
Sweden,Mesothelioma,2005,141.9568235
Sweden,Leukemia,2005,815.0862941
Sweden,Cardiovascular diseases,2005,39538.34226
Albania,Respiratory infections and tuberculosis,2006,465.4366485
Republic of Moldova,Cardiovascular diseases,2008,25785.23086
Norway,Respiratory infections and tuberculosis,2006,2075.96844
Republic of Moldova,Chronic respiratory diseases,2008,1499.703476
Denmark,Respiratory infections and tuberculosis,2005,2181.347056
Slovenia,Chronic respiratory diseases,2007,565.0088377
Luxembourg,Respiratory infections and tuberculosis,2009,118.6908957
Bos&Herz,Respiratory infections and tuberculosis,2006,552.1645929
Belarus,Mesothelioma,2006,54.31970522
Belarus,Leukemia,2006,759.6202324
Belarus,Cardiovascular diseases,2006,83207.67712
North Macedonia,Mesothelioma,2007,2.164341892
UK,Mesothelioma,2008,2273.095656
Croatia,Respiratory infections and tuberculosis,2005,1290.681349
Bos&Herz,Chronic respiratory diseases,2006,1262.31583
Malta,Mesothelioma,2006,5.951862273
Malta,Leukemia,2006,27.04728127
Malta,Chronic respiratory diseases,2006,129.4589621
Sweden,Mesothelioma,2008,141.4256757
Sweden,Leukemia,2008,834.6427387
Sweden,Cardiovascular diseases,2008,38204.42203
Croatia,Respiratory infections and tuberculosis,2008,891.6923863
Austria,Chronic respiratory diseases,2006,2932.423955
Belarus,Respiratory infections and tuberculosis,2006,2258.886526
Ukraine,Respiratory infections and tuberculosis,2008,15036.99391
Luxembourg,Leukemia,2009,47.95837845
Luxembourg,Cardiovascular diseases,2009,1262.982992
Ireland,Mesothelioma,2007,32.33380218
Ireland,Leukemia,2007,262.1085002
Ireland,Cardiovascular diseases,2007,9602.186308
Slovenia,Respiratory infections and tuberculosis,2009,578.7175516
Luxembourg,Chronic respiratory diseases,2009,190.6636157
Belarus,Chronic respiratory diseases,2006,3852.770329
Serbia,Cardiovascular diseases,2007,67074.69934
Greece,Mesothelioma,2008,66.02994665
Greece,Leukemia,2008,1566.730839
Republic of Moldova,Mesothelioma,2005,6.748199947
Republic of Moldova,Leukemia,2005,159.1378509
Republic of Moldova,Respiratory infections and tuberculosis,2005,1727.715641
Andorra,Mesothelioma,2009,1.892995286
Andorra,Leukemia,2009,7.437656196
Italy,Mesothelioma,2009,1496.834231
Italy,Leukemia,2009,6662.020124
Greece,Respiratory infections and tuberculosis,2008,3204.746091
Andorra,Mesothelioma,2006,1.729167565
Andorra,Leukemia,2006,6.887339694
Bos&Herz,Chronic respiratory diseases,2009,1225.413165
North Macedonia,Respiratory infections and tuberculosis,2007,235.0138888
Ukraine,Chronic respiratory diseases,2008,16217.3672
Italy,Mesothelioma,2007,1418.171459
Italy,Leukemia,2007,6429.37524
Malta,Cardiovascular diseases,2006,1278.630807
France,Chronic respiratory diseases,2008,18206.53534
Italy,Respiratory infections and tuberculosis,2007,9495.73524
Italy,Respiratory infections and tuberculosis,2009,9913.840022
Andorra,Respiratory infections and tuberculosis,2006,14.0156737
Spain,Chronic respiratory diseases,2006,30258.20379
Monaco,Chronic respiratory diseases,2006,20.00463745
Sweden,Respiratory infections and tuberculosis,2005,2987.105069
UK,Respiratory infections and tuberculosis,2008,35770.03884
Slovakia,Respiratory infections and tuberculosis,2009,1910.94064
Belarus,Cardiovascular diseases,2009,81203.30469
Belarus,Chronic respiratory diseases,2009,2919.793866
North Macedonia,Leukemia,2008,122.6524171
North Macedonia,Cardiovascular diseases,2008,12680.28506
Andorra,Respiratory infections and tuberculosis,2009,15.87552779
Sweden,Respiratory infections and tuberculosis,2008,2812.293243
Sweden,Chronic respiratory diseases,2008,3769.375431
San Marino,Chronic respiratory diseases,2008,8.338266408
Netherlands,Chronic respiratory diseases,2009,8699.888483
Finland,Chronic respiratory diseases,2008,1655.943249
Germany,Mesothelioma,2008,1342.32458
Germany,Leukemia,2008,6990.212265
Germany,Cardiovascular diseases,2008,317372.3685
Monaco,Chronic respiratory diseases,2009,20.1833901
Ireland,Chronic respiratory diseases,2007,1962.136875
Czechia,Chronic respiratory diseases,2008,2811.947598
North Macedonia,Mesothelioma,2018,1.895308529
Estonia,Chronic respiratory diseases,2006,298.5342311
North Macedonia,Respiratory infections and tuberculosis,2018,218.1389245
Hungary,Chronic respiratory diseases,2008,5222.365818
Belgium,Mesothelioma,2006,240.8923898
Belgium,Leukemia,2006,890.8575779
Belgium,Cardiovascular diseases,2006,32724.65523
Poland,Chronic respiratory diseases,2018,11172.51209
Latvia,Chronic respiratory diseases,2006,489.0000418
Romania,Mesothelioma,2018,65.04515645
Romania,Leukemia,2018,1337.490386
Romania,Cardiovascular diseases,2018,147834.9534
Bulgaria,Mesothelioma,2009,10.51929875
Poland,Respiratory infections and tuberculosis,2010,10516.48729
Malta,Chronic respiratory diseases,2009,132.4596147
Germany,Mesothelioma,2018,1595.748347
Germany,Leukemia,2018,9286.110481
Germany,Cardiovascular diseases,2018,355562.4787
Romania,Respiratory infections and tuberculosis,2018,7386.334858
North Macedonia,Chronic respiratory diseases,2008,609.9213615
Germany,Respiratory infections and tuberculosis,2018,24936.96108
Slovakia,Chronic respiratory diseases,2018,1136.758848
Serbia,Chronic respiratory diseases,2007,4095.772809
Switzerland,Mesothelioma,2008,175.2200295
Switzerland,Leukemia,2008,502.51836
Switzerland,Cardiovascular diseases,2008,22723.45362
Iceland,Chronic respiratory diseases,2018,110.3235146
Estonia,Leukemia,2009,135.4035431
Estonia,Cardiovascular diseases,2009,8194.729762
Slovenia,Mesothelioma,2018,29.42426221
Slovenia,Leukemia,2018,191.8764305
Slovenia,Cardiovascular diseases,2018,7600.564373
Iceland,Mesothelioma,2010,3.460599625
Belgium,Chronic respiratory diseases,2006,6838.03688
Ireland,Mesothelioma,2018,42.7947791
Ireland,Leukemia,2018,302.9560684
Ireland,Cardiovascular diseases,2018,10094.2241
France,Mesothelioma,2008,1167.951785
Germany,Respiratory infections and tuberculosis,2008,21426.39355
Hungary,Mesothelioma,2008,35.02487672
Norway,Mesothelioma,2009,90.53473734
Estonia,Leukemia,2018,139.8255407
Estonia,Cardiovascular diseases,2018,8124.673185
Hungary,Leukemia,2008,1061.867583
Hungary,Cardiovascular diseases,2008,60527.27632
Luxembourg,Leukemia,2018,51.83490022
Luxembourg,Cardiovascular diseases,2018,1289.984738
Norway,Leukemia,2009,254.3202397
Norway,Cardiovascular diseases,2009,14089.67654
Luxembourg,Chronic respiratory diseases,2018,215.2036953
Hungary,Respiratory infections and tuberculosis,2008,1106.949069
Switzerland,Respiratory infections and tuberculosis,2008,1686.038654
Belarus,Mesothelioma,2009,52.68520893
Andorra,Cardiovascular diseases,2018,165.6987066
Andorra,Chronic respiratory diseases,2018,38.77290413
Malta,Respiratory infections and tuberculosis,2009,152.5288694
Montenegro,Respiratory infections and tuberculosis,2008,73.26883746
Latvia,Respiratory infections and tuberculosis,2018,406.9798647
Austria,Mesothelioma,2006,85.70695732
Austria,Leukemia,2006,742.4885342
Austria,Cardiovascular diseases,2006,31068.7953
Bulgaria,Leukemia,2018,568.4797473
Bulgaria,Cardiovascular diseases,2018,78758.76857
Belarus,Leukemia,2009,717.5618357
Bulgaria,Respiratory infections and tuberculosis,2009,2320.230007
Iceland,Respiratory infections and tuberculosis,2010,86.27554035
Malta,Respiratory infections and tuberculosis,2018,186.9362228
Bulgaria,Chronic respiratory diseases,2018,3020.532533
France,Leukemia,2008,6228.816527
France,Cardiovascular diseases,2008,148533.2196
Belarus,Respiratory infections and tuberculosis,2009,2121.985192
Republic of Moldova,Cardiovascular diseases,2018,24062.23136
Austria,Respiratory infections and tuberculosis,2018,1223.643831
Republic of Moldova,Chronic respiratory diseases,2018,972.9299903
Norway,Chronic respiratory diseases,2018,2758.066842
Ireland,Chronic respiratory diseases,2008,1959.599168
Latvia,Mesothelioma,2006,9.458861549
Latvia,Leukemia,2006,206.9597043
Latvia,Cardiovascular diseases,2006,19287.07911
Cyprus,Chronic respiratory diseases,2018,516.5854761
Portugal,Mesothelioma,2018,65.82949956
Croatia,Respiratory infections and tuberculosis,2018,609.6479685
Portugal,Respiratory infections and tuberculosis,2018,8365.497344
Denmark,Mesothelioma,2018,129.1452145
Denmark,Leukemia,2018,571.6042076
Slovakia,Respiratory infections and tuberculosis,2007,1973.184979
Denmark,Respiratory infections and tuberculosis,2018,2460.070887
Sweden,Chronic respiratory diseases,2018,4482.200932
North Macedonia,Mesothelioma,2008,1.98325871
Hungary,Chronic respiratory diseases,2018,6113.342112
Netherlands,Mesothelioma,2006,524.4380056
Netherlands,Leukemia,2006,1334.03919
France,Chronic respiratory diseases,2018,21512.42357
Estonia,Mesothelioma,2006,4.133345379
Norway,Respiratory infections and tuberculosis,2009,2016.326652
Switzerland,Mesothelioma,2018,200.0630283
Switzerland,Leukemia,2018,627.1575266
Switzerland,Cardiovascular diseases,2018,23455.89582
Netherlands,Cardiovascular diseases,2006,41331.54169
Lithuania,Mesothelioma,2006,14.18177497
Lithuania,Leukemia,2006,298.9558532
Lithuania,Cardiovascular diseases,2006,23326.77821
Estonia,Mesothelioma,2009,4.625655332
Switzerland,Respiratory infections and tuberculosis,2018,1934.373874
Netherlands,Respiratory infections and tuberculosis,2006,7278.727542
Luxembourg,Leukemia,2007,46.91678554
Luxembourg,Cardiovascular diseases,2007,1299.781363
Serbia,Cardiovascular diseases,2010,64416.47848
Netherlands,Mesothelioma,2009,545.1305822
Serbia,Chronic respiratory diseases,2010,4008.832782
Belgium,Chronic respiratory diseases,2009,6887.706634
